,Caminho,Algoritmo,Tempo,Classe
6431,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6949.png,Resnet50,0.2319997,Negative for intraepithelial lesion
6432,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6950.png,SVM,0.0430063,Negative for intraepithelial lesion
6433,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6950.png,Resnet50,0.2489958,Negative for intraepithelial lesion
6434,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6951.png,SVM,0.0439994,Negative for intraepithelial lesion
6435,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6951.png,Resnet50,0.2449982,Negative for intraepithelial lesion
6436,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6952.png,SVM,0.0430023,Negative for intraepithelial lesion
6437,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6952.png,Resnet50,0.2510017,Negative for intraepithelial lesion
6438,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6953.png,SVM,0.0409783,Negative for intraepithelial lesion
6439,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6953.png,Resnet50,0.2289979,Negative for intraepithelial lesion
6440,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6954.png,SVM,0.0390031,Negative for intraepithelial lesion
6441,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6954.png,Resnet50,0.2209924,Negative for intraepithelial lesion
6442,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6955.png,SVM,0.0400012,Negative for intraepithelial lesion
6443,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6955.png,Resnet50,0.2259953,Negative for intraepithelial lesion
6444,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6956.png,SVM,0.0400009,Negative for intraepithelial lesion
6445,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6956.png,Resnet50,0.2470121,Negative for intraepithelial lesion
6446,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6957.png,SVM,0.0399972,Negative for intraepithelial lesion
6447,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6957.png,Resnet50,0.2279984,Negative for intraepithelial lesion
6448,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6958.png,SVM,0.0390056,Negative for intraepithelial lesion
6449,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6958.png,Resnet50,0.222996,Negative for intraepithelial lesion
6450,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6959.png,SVM,0.0399991,Negative for intraepithelial lesion
6451,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6959.png,Resnet50,0.2219995,Negative for intraepithelial lesion
6452,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6960.png,SVM,0.0389951,Negative for intraepithelial lesion
6453,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6960.png,Resnet50,0.2290013,Negative for intraepithelial lesion
6454,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6961.png,SVM,0.0360031,Negative for intraepithelial lesion
6455,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6961.png,Resnet50,0.2239966,Negative for intraepithelial lesion
6456,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6962.png,SVM,0.038997,Negative for intraepithelial lesion
6457,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6962.png,Resnet50,0.2230052,Negative for intraepithelial lesion
6458,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6963.png,SVM,0.0389998,Negative for intraepithelial lesion
6459,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6963.png,Resnet50,0.2219999,Negative for intraepithelial lesion
6460,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6964.png,SVM,0.0389996,Negative for intraepithelial lesion
6461,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6964.png,Resnet50,0.2240013,Negative for intraepithelial lesion
6462,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6965.png,SVM,0.041003,Negative for intraepithelial lesion
6463,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6965.png,Resnet50,0.2216126,Negative for intraepithelial lesion
6464,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6966.png,SVM,0.0420026,Negative for intraepithelial lesion
6465,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6966.png,Resnet50,0.2309978,Negative for intraepithelial lesion
6466,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6967.png,SVM,0.0370079,Negative for intraepithelial lesion
6467,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6967.png,Resnet50,0.240996,Negative for intraepithelial lesion
6468,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6968.png,SVM,0.0400015,Negative for intraepithelial lesion
6469,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6968.png,Resnet50,0.233002,Negative for intraepithelial lesion
6470,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6969.png,SVM,0.0380004,Negative for intraepithelial lesion
6471,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6969.png,Resnet50,0.2280008,Negative for intraepithelial lesion
6472,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6970.png,SVM,0.0389939,Negative for intraepithelial lesion
6473,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6970.png,Resnet50,0.2280011,Negative for intraepithelial lesion
6474,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6971.png,SVM,0.0459988,Negative for intraepithelial lesion
6475,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6971.png,Resnet50,0.2370025,Negative for intraepithelial lesion
6476,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6972.png,SVM,0.0400004,Negative for intraepithelial lesion
6477,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6972.png,Resnet50,0.2300042,Negative for intraepithelial lesion
6478,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6973.png,SVM,0.0399988,Negative for intraepithelial lesion
6479,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6973.png,Resnet50,0.2300013,Negative for intraepithelial lesion
6480,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6974.png,SVM,0.0400021,Negative for intraepithelial lesion
6481,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6974.png,Resnet50,0.2279972,Negative for intraepithelial lesion
6482,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6975.png,SVM,0.0409965,Negative for intraepithelial lesion
6483,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6975.png,Resnet50,0.2300016,Negative for intraepithelial lesion
6484,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6976.png,SVM,0.0390011,Negative for intraepithelial lesion
6485,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6976.png,Resnet50,0.2319995,Negative for intraepithelial lesion
6486,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6977.png,SVM,0.040003,Negative for intraepithelial lesion
6487,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6977.png,Resnet50,0.2390007,Negative for intraepithelial lesion
6488,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6978.png,SVM,0.0409964,Negative for intraepithelial lesion
6489,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6978.png,Resnet50,0.2390242,Negative for intraepithelial lesion
6490,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6979.png,SVM,0.039005,Negative for intraepithelial lesion
6491,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6979.png,Resnet50,0.2499993,Negative for intraepithelial lesion
6492,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6980.png,SVM,0.0419963,Negative for intraepithelial lesion
6493,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6980.png,Resnet50,0.261998,Negative for intraepithelial lesion
6494,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6981.png,SVM,0.0450048,Negative for intraepithelial lesion
6495,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6981.png,Resnet50,0.2419957,Negative for intraepithelial lesion
6496,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6982.png,SVM,0.0430039,Negative for intraepithelial lesion
6497,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6982.png,Resnet50,0.2229989,Negative for intraepithelial lesion
6498,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6983.png,SVM,0.0450098,Negative for intraepithelial lesion
6499,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6983.png,Resnet50,0.2379985,Negative for intraepithelial lesion
6500,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6984.png,SVM,0.0399985,Negative for intraepithelial lesion
6501,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6984.png,Resnet50,0.2180016,Negative for intraepithelial lesion
6502,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6985.png,SVM,0.0370026,Negative for intraepithelial lesion
6503,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6985.png,Resnet50,0.224998,Negative for intraepithelial lesion
6504,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6986.png,SVM,0.0379968,Negative for intraepithelial lesion
6505,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6986.png,Resnet50,0.2229974,Negative for intraepithelial lesion
6506,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6987.png,SVM,0.039999,Negative for intraepithelial lesion
6507,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6987.png,Resnet50,0.224999,Negative for intraepithelial lesion
6508,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6988.png,SVM,0.0409993,Negative for intraepithelial lesion
6509,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6988.png,Resnet50,0.2389965,Negative for intraepithelial lesion
6510,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6989.png,SVM,0.0419988,Negative for intraepithelial lesion
6511,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6989.png,Resnet50,0.2309985,Negative for intraepithelial lesion
6512,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6990.png,SVM,0.0379968,Negative for intraepithelial lesion
6513,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6990.png,Resnet50,0.227008,Negative for intraepithelial lesion
6514,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6991.png,SVM,0.0389934,Negative for intraepithelial lesion
6515,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6991.png,Resnet50,0.2349994,Negative for intraepithelial lesion
6516,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6992.png,SVM,0.0410013,Negative for intraepithelial lesion
6517,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6992.png,Resnet50,0.2270046,Negative for intraepithelial lesion
6518,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6993.png,SVM,0.0400005,Negative for intraepithelial lesion
6519,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6993.png,Resnet50,0.244206,Negative for intraepithelial lesion
6520,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6994.png,SVM,0.0510043,Negative for intraepithelial lesion
6521,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6994.png,Resnet50,0.2549994,Negative for intraepithelial lesion
6522,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6995.png,SVM,0.0480001,Negative for intraepithelial lesion
6523,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6995.png,Resnet50,0.2729999,Negative for intraepithelial lesion
6524,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6996.png,SVM,0.0470017,Negative for intraepithelial lesion
6525,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6996.png,Resnet50,0.2750025,Negative for intraepithelial lesion
6526,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6997.png,SVM,0.0469967,Negative for intraepithelial lesion
6527,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6997.png,Resnet50,0.2760008,Negative for intraepithelial lesion
6528,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6998.png,SVM,0.058006,Negative for intraepithelial lesion
6529,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6998.png,Resnet50,0.2600007,Negative for intraepithelial lesion
6530,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6999.png,SVM,0.0419995,Negative for intraepithelial lesion
6531,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\6999.png,Resnet50,0.2370016,Negative for intraepithelial lesion
6532,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7000.png,SVM,0.0420032,Negative for intraepithelial lesion
6533,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7000.png,Resnet50,0.2329964,Negative for intraepithelial lesion
6534,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7001.png,SVM,0.0470027,Negative for intraepithelial lesion
6535,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7001.png,Resnet50,0.2319974,Negative for intraepithelial lesion
6536,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7002.png,SVM,0.0380024,Negative for intraepithelial lesion
6537,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7002.png,Resnet50,0.2260027,Negative for intraepithelial lesion
6538,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7003.png,SVM,0.0400014,Negative for intraepithelial lesion
6539,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7003.png,Resnet50,0.2680007,Negative for intraepithelial lesion
6540,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7004.png,SVM,0.0400004,Negative for intraepithelial lesion
6541,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7004.png,Resnet50,0.2440029,Negative for intraepithelial lesion
6542,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7005.png,SVM,0.0399982,Negative for intraepithelial lesion
6543,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7005.png,Resnet50,0.2300055,Negative for intraepithelial lesion
6544,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7006.png,SVM,0.039002,Negative for intraepithelial lesion
6545,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7006.png,Resnet50,0.2239964,Negative for intraepithelial lesion
6546,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7007.png,SVM,0.040005,Negative for intraepithelial lesion
6547,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7007.png,Resnet50,0.2359966,Negative for intraepithelial lesion
6548,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7008.png,SVM,0.0379962,Negative for intraepithelial lesion
6549,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7008.png,Resnet50,0.2280001,Negative for intraepithelial lesion
6550,C:\Users\henrique\Trabalho_Pratico_-_Processamento_e_Analise_de_Imagens_-_2024-1\develop_henrique_2024_06_01\dataset_converted\Negative for intraepithelial lesion\7009.png,SVM,0.038,Negative for intraepithelial lesion
